2.529015129785126825e-15,4.130195141237335577e+01,9.000000000000000000e+00
-6.582419268576597045e-15,-3.583302153273653801e+01,9.000000000000000000e+00
-3.753545984408039260e+01,-7.296154288118762210e+00,9.000000000000000000e+00
2.167104006666733085e+00,4.135080776773129685e+01,9.000000000000000000e+00
3.294864129905417371e+01,2.764719276182884755e+01,9.000000000000000000e+00
-3.702628605071465273e+01,-9.231689953724997011e+00,9.000000000000000000e+00
-2.449373436155732975e+01,-2.720304791684741019e+01,9.000000000000000000e+00
-3.831261948498071490e+01,-2.679079337789518345e+00,9.000000000000000000e+00
-3.763667195902125684e+01,9.383876253206711482e+00,9.000000000000000000e+00
3.994760453325750404e+01,-1.395001089653375992e+00,9.000000000000000000e+00
9.429033030572753660e+00,4.084162908975431350e+01,9.000000000000000000e+00
1.590943750863775463e+01,-3.261918084132573625e+01,9.000000000000000000e+00
2.823421702782593812e+01,3.247975127143243412e+01,9.000000000000000000e+00
2.640316936350961186e+01,-2.640316936350962607e+01,9.000000000000000000e+00
-2.341199605715195275e+01,3.222384809520635685e+01,9.000000000000000000e+00
-3.704424181493452295e+01,1.203640379768685520e+01,9.000000000000000000e+00
2.269451276957267538e+01,-2.904765171611350283e+01,9.000000000000000000e+00
2.694856204796735000e+01,-2.602392386691402848e+01,9.000000000000000000e+00
3.999882765729869760e+01,6.981821338107340180e-01,9.000000000000000000e+00
4.361528474342851069e+00,4.149717148236729258e+01,9.000000000000000000e+00
-4.365811054264851165e+00,-3.555667766501402838e+01,9.000000000000000000e+00
-3.829383408465133698e+01,5.381847406211782037e+00,9.000000000000000000e+00
-6.263985433932960367e-01,-3.588634851656555469e+01,9.000000000000000000e+00
-2.638650093798510454e+01,-2.548114776224854339e+01,9.000000000000000000e+00
-1.649605613468011711e+01,-3.237533306932587607e+01,9.000000000000000000e+00
-9.141508931729877219e+00,3.959622539234107563e+01,9.000000000000000000e+00
-2.862297068351638174e+01,2.764088149070372324e+01,9.000000000000000000e+00
3.470909203501182105e+01,-1.618511542353266819e+01,9.000000000000000000e+00
1.706251540737786598e+01,-3.208992429203513552e+01,9.000000000000000000e+00
1.444936213435125794e+01,3.969929618965271345e+01,9.000000000000000000e+00
-3.072608745871986713e+01,-2.072500768015181549e+01,9.000000000000000000e+00
-7.086658330716785414e+00,4.019043655283650196e+01,9.000000000000000000e+00
-3.812302057123851284e+01,-4.006890923157677697e+00,9.000000000000000000e+00
2.373517079189239354e+01,-2.828647506207492412e+01,9.000000000000000000e+00
-2.148464402725934974e+00,4.099514293713190938e+01,9.000000000000000000e+00
2.499384557834269049e+00,-3.574286440876743853e+01,9.000000000000000000e+00
-3.842911975248820511e+01,4.718502594694404806e+00,9.000000000000000000e+00
-3.027685603863712416e+01,2.540529873522802262e+01,9.000000000000000000e+00
-3.517630435945309841e+01,-1.350291812905356004e+01,9.000000000000000000e+00
3.627609879988970221e+00,4.146377066228774311e+01,9.000000000000000000e+00
3.980021533069075446e+01,8.459796924418128583e+00,9.000000000000000000e+00
-1.442569185888059202e+01,3.758021211221223012e+01,9.000000000000000000e+00
3.733207339572929939e+00,-3.551909521187571528e+01,9.000000000000000000e+00
-1.977021409161870835e+01,-3.044346000679701092e+01,9.000000000000000000e+00
-3.545356000671075947e+01,1.653226653998701323e+01,9.000000000000000000e+00
-2.616997600650429590e+01,3.010511361561439614e+01,9.000000000000000000e+00
2.837834018214525145e+01,-2.466891476157619678e+01,9.000000000000000000e+00
-2.394850525287491649e+01,-2.754960384307370092e+01,9.000000000000000000e+00
2.632819491007679247e+01,3.369855276590119786e+01,9.000000000000000000e+00
2.535538467880742886e+01,-2.719032116019231538e+01,9.000000000000000000e+00
1.228084261957114975e+01,4.016882623941592101e+01,9.000000000000000000e+00
2.454197541987164044e+01,3.504957327740365258e+01,9.000000000000000000e+00
6.208002948490044304e+00,-3.520733425790480453e+01,9.000000000000000000e+00
3.696285479270371610e+01,-1.130067878443083629e+01,9.000000000000000000e+00
2.742778153342246839e+01,-2.557682005920440460e+01,9.000000000000000000e+00
-2.667858388568503969e+01,2.962956914136223929e+01,9.000000000000000000e+00
-2.829709523628620715e+01,-2.374408217615612315e+01,9.000000000000000000e+00
-2.583022036135240640e+01,-2.583022036135239929e+01,9.000000000000000000e+00
1.651772972738505985e+01,3.891333265629743465e+01,9.000000000000000000e+00
1.876544460074678788e+00,-3.580660134328400090e+01,9.000000000000000000e+00
3.452944685617274700e+01,2.508711160951050800e+01,9.000000000000000000e+00
-9.260822555085139740e+00,-3.456186029545758487e+01,9.000000000000000000e+00
-6.400531986852942445e+00,4.041136852671884583e+01,9.000000000000000000e+00
-2.566321357804805814e+01,3.058422697915128197e+01,9.000000000000000000e+00
3.675885619516454739e+01,2.122273551938098990e+01,9.000000000000000000e+00
-3.806607307814890362e+01,-4.673926068198384520e+00,9.000000000000000000e+00
-3.860059338657296735e+01,4.727209313605507580e-15,9.000000000000000000e+00
-3.574640114081065967e+00,4.085832346749533173e+01,9.000000000000000000e+00
1.470276404591826314e+01,-3.302294872516919355e+01,9.000000000000000000e+00
-1.173264841147013016e+01,-3.407408514053751958e+01,9.000000000000000000e+00
3.238870840076818780e+01,2.815507466778479184e+01,9.000000000000000000e+00
-2.292020679894275403e+01,-2.830409820320973324e+01,9.000000000000000000e+00
-3.716277190973859490e+01,1.136179958085713615e+01,9.000000000000000000e+00
-1.691704262803992975e+01,3.627871499038685243e+01,9.000000000000000000e+00
-3.333889735369853469e+01,2.083245518277719555e+01,9.000000000000000000e+00
-3.798989766112666899e+01,-5.339131927553173895e+00,9.000000000000000000e+00
3.808188218778266787e+01,-8.094553939757965111e+00,9.000000000000000000e+00
3.809928762980759132e+01,1.776598959202928540e+01,9.000000000000000000e+00
-3.069581252615835609e+01,2.485697886963033199e+01,9.000000000000000000e+00
-2.003135683901636455e+01,3.469532778971866804e+01,9.000000000000000000e+00
-3.741378755339602691e+01,-7.952546041402535515e+00,9.000000000000000000e+00
4.015597629053557682e+01,3.513192698237648681e+00,9.000000000000000000e+00
-2.399048131040600751e+01,3.183644399115551238e+01,9.000000000000000000e+00
