-0.097408415,-0.158623458,-0.237935256,-0.317246997,-0.508837684,-0.589910768,-0.685394841
-0.011167261,-0.023187992,-0.03865125,-0.051438746,-0.064222564,-0.076951423,-0.089680282
-0.007252204,-0.010193815,-0.011352831,-0.01516976,-0.019004761,-0.022858698,-0.026732271
0,-0.007657912,-0.007661694,-0.009827536,-0.012284419,-0.014741303,-0.017198186
-0.001929189,-0.002208014,-0.012290882,-0.014106924,-0.017633654,-0.021160385,-0.024687116
-0.013393435,-0.023427653,-0.032807186,-0.04048262,-0.050603306,-0.060723933,-0.070844631
