File,Depth (mm),Diameter (mm),Volume (mm^3),Ridge Height (mm),Depth Error,Diameter Error,Volume Error,Ridge Height Error
2022_10_25_50mTorr_h10_860gs,30.517285766601564,209.976657693419,358378.81999716145,1.9348698108658449,0.02781402345711558,0.8453426434584567,1206.8281339572966,0.02781402345711558
2022_10_25_6Torr_h15_860gs,26.25659507751465,266.3052349955664,498695.0088423333,0.3680161487963573,0.005019122993705798,0.9030888216017593,311.1673257716608,0.005019122993705798
2022_10_31_50mTorr_h10_860gs,29.57520497639974,210.42156792188783,339658.15087969,2.4490553043350403,0.020794367173724376,0.859167397914156,997.3816650173405,0.020794367173724376
2022_10_31_50mTorr_h3_860gs,32.015562515258786,272.1170668355404,745163.6465146742,0.063721772214123,0.0365527304228771,0.7802996017069458,1119.4109789745396,0.0365527304228771
2022_11_01_50mTorr_h10_032gs,3.0701553869247435,37.16000461074778,976.8196452948032,-1.251319568954315,0.097408415,0.476056022,66.96811847,0.097408415
2022_11_01_50mTorr_h15_860gs,32.87553433736165,216.9902525385783,395518.9372311581,2.5185149065202737,0.049710967310710716,0.8124215054048575,1760.808348676485,0.049710967310710716
2022_11_01_50mTorr_h3_032gs,12.558393090566,84.56062138533701,25408.44963021297,-0.1832791855069562,0.04194261370719696,0.8311120733580375,260.41867416260385,0.04194261370719696
2022_11_01_6Torr_h10_860gs,24.98699853261312,239.6334203857857,451064.5845788122,-7.807235277364732,0.0022196398795083614,0.9424419912540664,292.3077388237303,0.0022196398795083614
2023_03_09_50mTorr_h10_860gs_crater1,29.262591247558596,205.19617074908223,329527.93584804976,2.699585347049318,0.021366957646283314,0.8781351364951616,1088.2252578513303,0.021366957646283314
2023_03_10_6Torr_h10_860gs_crater2,24.1018625831604,253.43514109550307,457905.122296016,-4.1518419040678864,0.003187644813493957,0.9421585246959823,309.53848540870945,0.003187644813493957
2023_03_10_6Torr_h10_860gs_crater3,25.627494506835937,256.583859906938,502986.2634500776,-0.8159788735760358,0.003611772046829467,0.9227926397562888,302.2462792820874,0.003611772046829467
2023_03_10_6Torr_h10_860gs_crater4,27.103968620300293,259.30397174925497,476514.84023765946,-0.7943101818499798,0.006914768957769585,0.8765485592427624,323.1836219277262,0.006914768957769585
2023_03_13_6Torr_h10_860gs_crater5,23.55984270731608,258.90274998606066,446603.8476518449,0.5829793917382418,0.0037788454047928887,0.9419849417467034,319.3093294897998,0.0037788454047928887
2023_03_14_50mTorr_h15_860gs_crater8,31.523359680175783,211.12591227842807,385690.6855345146,2.1610355781584936,0.03848157275754621,0.8380907074522611,1527.5295078486888,0.03848157275754621
2023_03_14_50mTorr_h15_860gs_crater9,31.95691212972005,212.5542994565059,389398.2175014883,2.0226719067089007,0.04196774969578185,0.8298603021814952,1598.7150432532017,0.04196774969578185
2023_03_14_6Torr_h10_860gs_crater6,26.052013924916583,259.991722125989,481686.0164752269,-0.1042295030281792,0.004561457729610874,0.9094964295686182,308.2662348200998,0.004561457729610874
2023_03_14_6Torr_h10_860gs_crater7,23.13833578745524,260.83817883308313,446585.12403519126,0.6567232769616176,0.004238598176534221,0.9418499533126041,326.9077194688488,0.004238598176534221
2023_03_15_6Torr_h3_860gs_crater10,19.58733908971151,264.8990598661828,368991.7720722845,-0.5777084621547672,0.008281351070013213,0.9286376326626983,383.923288784185,0.008281351070013213
2023_03_15_6Torr_h3_860gs_crater11,22.93547653198242,266.7331052115285,459044.20510348905,-0.7456931868281984,0.004459864069411623,0.9417849872303203,330.5646077933653,0.004459864069411623
2023_08_07_50mTorr_h10_032gs_crater8,4.395225524902344,38.29903809851088,1544.3212197244904,-1.860450252373553,0.097408415,0.476056022,66.96811847,0.097408415
2023_08_07_50mTorr_h10_860gs_crater16,30.7144770304362,209.4590757662214,350138.8228012377,2.6590031943544545,0.03022593337615424,0.8458505604590588,1291.8930296411004,0.03022593337615424
2023_08_07_50mTorr_h10_860gs_crater2,30.85865331013997,208.6244174640329,336836.0822917588,3.0391765094048147,0.03211821243213964,0.847147686232479,1363.946730111411,0.03211821243213964
2023_08_07_50mTorr_h3_032gs_crater12,13.65484270731608,75.96136440529078,23693.57263847015,-0.6546015769235822,0.1366317970343073,0.7883330939466762,447.8626478329928,0.1366317970343073
2023_08_07_50mTorr_h3_860gs_crater6,32.165290069580074,255.61130288334323,684300.295787204,-0.321159829815695,0.03827313583685969,0.7798878011331777,1175.508583218508,0.03827313583685969
2023_08_07_6Torr_h10_032_crater10,10.885408687591552,85.02060463162358,22195.132596183357,-0.1544694667695978,0.014724513421925836,0.842431159796512,99.64347796174658,0.014724513421925836
2023_08_07_6Torr_h10_860gs_crater1,29.455985260009765,273.1212205201722,578582.3832816955,-2.299947761779862,0.012176428220600739,0.8028819464223917,356.536714843317,0.012176428220600739
2023_08_07_6Torr_h10_860gs_crater18,24.598798433939614,257.3235106983113,506731.2775478648,1.3487001354910042,0.0026456189913584413,0.942317669396066,300.5803587187903,0.0026456189913584413
2023_08_07_6Torr_h3_032gs_crater14,10.698965759277344,99.84121360607456,28725.29299661308,-0.0125953742062243,0.014902194254983498,0.8360351318944431,103.62049565314078,0.014902194254983498
2023_08_07_6Torr_h3_860gs_crater4,22.707116940816245,256.1401133882473,425126.96022978594,-1.6823625248042262,0.0047089440964418515,0.9417118546145302,334.6811836961042,0.0047089440964418515
