838.25,-113.25
839.25,-113.25
840.25,-114.25
841.25,-114.25
842.25,-114.25
843.25,-115.25
844.25,-115.25
845.25,-116.25
846.25,-116.25
846.25,-117.25
847.25,-118.25
847.25,-119.25
847.25,-120.25
847.25,-121.25
847.25,-122.25
847.25,-123.25
847.25,-124.25
847.25,-125.25
847.25,-126.25
847.25,-127.25
846.25,-128.25
846.25,-129.25
845.25,-130.25
844.25,-131.25
844.25,-132.25
843.25,-133.25
843.25,-134.25
842.25,-135.25
841.25,-136.25
841.25,-137.25
840.25,-138.25
839.25,-139.25
838.25,-140.25
837.25,-141.25
836.25,-142.25
835.25,-143.25
834.25,-144.25
833.25,-145.25
832.25,-146.25
831.25,-147.25
831.25,-148.25
830.25,-149.25
829.25,-150.25
829.25,-151.25
828.25,-152.25
827.25,-153.25
826.25,-154.25
825.25,-155.25
825.25,-156.25
824.25,-157.25
824.25,-158.25
824.25,-159.25
823.25,-160.25
823.25,-161.25
823.25,-162.25
822.25,-163.25
822.25,-164.25
821.25,-165.25
821.25,-166.25
820.25,-167.25
819.25,-168.25
819.25,-169.25
818.25,-170.25
817.25,-171.25
816.25,-172.25
816.25,-173.25
815.25,-174.25
814.25,-175.25
813.25,-176.25
813.25,-177.25
812.25,-178.25
811.25,-179.25
810.25,-180.25
810.25,-181.25
809.25,-182.25
808.25,-183.25
808.25,-184.25
807.25,-185.25
806.25,-186.25
805.25,-187.25
805.25,-188.25
804.25,-189.25
804.25,-190.25
803.25,-191.25
802.25,-192.25
802.25,-193.25
802.25,-194.25
801.25,-195.25
801.25,-196.25
802.25,-197.25
802.25,-198.25
802.25,-199.25
802.25,-200.25
802.25,-201.25
802.25,-202.25
802.25,-203.25
802.25,-204.25
802.25,-205.25
802.25,-206.25
802.25,-207.25
801.25,-208.25
801.25,-209.25
800.25,-210.25
800.25,-211.25
800.25,-212.25
799.25,-213.25
799.25,-214.25
799.25,-215.25
799.25,-216.25
799.25,-217.25
799.25,-218.25
798.25,-219.25
798.25,-220.25
797.25,-221.25
796.25,-221.25
795.25,-222.25
794.25,-223.25
793.25,-224.25
792.25,-225.25
791.25,-226.25
790.25,-227.25
789.25,-228.25
789.25,-229.25
788.25,-230.25
788.25,-231.25
788.25,-232.25
788.25,-233.25
788.25,-234.25
788.25,-235.25
788.25,-236.25
788.25,-237.25
789.25,-238.25
789.25,-239.25
789.25,-240.25
790.25,-241.25
790.25,-242.25
790.25,-243.25
790.25,-244.25
789.25,-245.25
788.25,-246.25
787.25,-247.25
786.25,-248.25
785.25,-249.25
784.25,-250.25
783.25,-251.25
782.25,-251.25
781.25,-252.25
780.25,-252.25
779.25,-253.25
778.25,-254.25
777.25,-255.25
777.25,-256.25
777.25,-257.25
777.25,-258.25
778.25,-259.25
779.25,-260.25
780.25,-261.25
781.25,-262.25
782.25,-263.25
782.25,-264.25
782.25,-265.25
782.25,-266.25
783.25,-267.25
783.25,-268.25
784.25,-269.25
784.25,-270.25
785.25,-271.25
785.25,-272.25
785.25,-273.25
785.25,-274.25
786.25,-275.25
786.25,-276.25
787.25,-277.25
787.25,-278.25
788.25,-279.25
788.25,-280.25
788.25,-281.25
788.25,-282.25
788.25,-283.25
788.25,-284.25
788.25,-285.25
788.25,-286.25
788.25,-287.25
788.25,-288.25
788.25,-289.25
788.25,-290.25
789.25,-291.25
790.25,-292.25
791.25,-293.25
792.25,-294.25
793.25,-295.25
793.25,-296.25
793.25,-297.25
793.25,-298.25
794.25,-299.25
795.25,-300.25
796.25,-301.25
797.25,-302.25
798.25,-303.25
798.25,-304.25
798.25,-305.25
798.25,-306.25
799.25,-307.25
800.25,-307.25
800.25,-308.25
801.25,-309.25
802.25,-310.25
802.25,-311.25
802.25,-312.25
801.25,-313.25
800.25,-314.25
799.25,-313.25
798.25,-313.25
797.25,-313.25
796.25,-313.25
795.25,-314.25
794.25,-315.25
793.25,-316.25
793.25,-317.25
793.25,-318.25
793.25,-319.25
793.25,-320.25
793.25,-321.25
793.25,-322.25
794.25,-323.25
795.25,-324.25
796.25,-325.25
797.25,-325.25
798.25,-325.25
799.25,-325.25
800.25,-325.25
801.25,-326.25
801.25,-327.25
801.25,-328.25
801.25,-329.25
801.25,-330.25
801.25,-331.25
801.25,-332.25
801.25,-333.25
801.25,-334.25
801.25,-335.25
801.25,-336.25
801.25,-337.25
801.25,-338.25
801.25,-339.25
801.25,-340.25
801.25,-341.25
801.25,-342.25
801.25,-343.25
801.25,-344.25
801.25,-345.25
801.25,-346.25
801.25,-347.25
801.25,-348.25
801.25,-349.25
801.25,-350.25
801.25,-351.25
801.25,-352.25
801.25,-353.25
801.25,-354.25
802.25,-355.25
802.25,-356.25
803.25,-357.25
803.25,-358.25
804.25,-359.25
804.25,-360.25
804.25,-361.25
804.25,-362.25
805.25,-363.25
806.25,-364.25
807.25,-365.25
808.25,-365.25
809.25,-365.25
810.25,-365.25
811.25,-365.25
812.25,-365.25
813.25,-365.25
814.25,-365.25
815.25,-365.25
816.25,-365.25
817.25,-365.25
818.25,-365.25
819.25,-365.25
820.25,-365.25
821.25,-365.25
822.25,-365.25
823.25,-365.25
824.25,-365.25
825.25,-365.25
826.25,-365.25
827.25,-365.25
828.25,-365.25
829.25,-365.25
830.25,-365.25
831.25,-365.25
832.25,-365.25
833.25,-365.25
834.25,-365.25
835.25,-365.25
836.25,-365.25
837.25,-365.25
838.25,-365.25
839.25,-365.25
840.25,-365.25
841.25,-365.25
842.25,-365.25
843.25,-365.25
844.25,-365.25
845.25,-365.25
846.25,-365.25
847.25,-365.25
848.25,-365.25
849.25,-365.25
850.25,-365.25
851.25,-365.25
852.25,-365.25
853.25,-365.25
854.25,-365.25
855.25,-365.25
