,0,1,2,3,4,5,6
0,4188.790204786392,8377.580409572784,12566.370614359173,16755.160819145567,20943.951023931957,25132.741228718347,29321.531433504737
1,16755.160819145567,33510.321638291134,50265.482457436694,67020.64327658227,83775.80409572783,100530.96491487339,117286.12573401895
2,37699.11184307752,75398.22368615503,113097.33552923256,150796.44737231007,188495.5592153876,226194.67105846512,263893.7829015426
3,67020.64327658227,134041.28655316454,201061.92982974678,268082.5731063291,335103.2163829113,402123.85965949355,469144.5029360758
4,104719.75511965978,209439.51023931956,314159.26535897935,418879.0204786391,523598.77559829893,628318.5307179587,733038.2858376184
5,150796.44737231007,301592.89474462013,452389.34211693023,603185.7894892403,753982.2368615504,904778.6842338605,1055575.1316061704
