1142.2,-150.75
1141.2,-150.75
1140.2,-150.75
1139.2,-150.75
1138.2,-150.75
1137.2,-150.75
1136.2,-150.75
1135.2,-150.75
1134.2,-150.75
1133.2,-150.75
1132.2,-151.75
1131.2,-151.75
1130.2,-152.75
1129.2,-152.75
1128.2,-152.75
1127.2,-152.75
1126.2,-153.75
1125.2,-153.75
1124.2,-154.75
1123.2,-154.75
1122.2,-154.75
1121.2,-155.75
1120.2,-155.75
1119.2,-155.75
1118.2,-155.75
1117.2,-156.75
1116.2,-156.75
1115.2,-157.75
1114.2,-157.75
1113.2,-158.75
1112.2,-158.75
1111.2,-158.75
1110.2,-158.75
1109.2,-158.75
1108.2,-159.75
1107.2,-159.75
1106.2,-159.75
1105.2,-159.75
1104.2,-160.75
1103.2,-160.75
1102.2,-160.75
1101.2,-161.75
1100.2,-161.75
1099.2,-161.75
1098.2,-161.75
1097.2,-161.75
1096.2,-161.75
1095.2,-161.75
1094.2,-161.75
1093.2,-162.75
1092.2,-162.75
1091.2,-162.75
1090.2,-162.75
1089.2,-162.75
1088.2,-163.75
1087.2,-164.75
1086.2,-164.75
1085.2,-164.75
1084.2,-164.75
1083.2,-165.75
1082.2,-165.75
1081.2,-165.75
1080.2,-165.75
1079.2,-166.75
1078.2,-166.75
1077.2,-166.75
1076.2,-166.75
1075.2,-167.75
1074.2,-167.75
1073.2,-167.75
1072.2,-167.75
1071.2,-167.75
1070.2,-167.75
1069.2,-167.75
1068.2,-168.75
1067.2,-168.75
1066.2,-168.75
1065.2,-168.75
1064.2,-168.75
1063.2,-168.75
1062.2,-168.75
1061.2,-168.75
1060.2,-168.75
1059.2,-168.75
1058.2,-168.75
1057.2,-169.75
1056.2,-169.75
1055.2,-169.75
1054.2,-170.75
1053.2,-170.75
1052.2,-170.75
1051.2,-171.75
1050.2,-171.75
1049.2,-171.75
1048.2,-171.75
1047.2,-172.75
1046.2,-172.75
1045.2,-172.75
1044.2,-172.75
1043.2,-173.75
1042.2,-173.75
1041.2,-173.75
1040.2,-173.75
1039.2,-173.75
1038.2,-173.75
1037.2,-173.75
1036.2,-173.75
1035.2,-173.75
1034.2,-174.75
1033.2,-174.75
1032.2,-174.75
1031.2,-174.75
1030.2,-174.75
1029.2,-174.75
1028.2,-174.75
1027.2,-174.75
1026.2,-174.75
1025.2,-174.75
1024.2,-174.75
1023.2,-174.75
1022.2,-174.75
1021.2,-174.75
1020.2,-174.75
1019.2,-174.75
1018.2,-175.75
1017.2,-175.75
1016.2,-175.75
1015.2,-175.75
1014.2,-175.75
1013.2,-175.75
1012.2,-175.75
1011.2,-176.75
1010.2,-176.75
1009.2,-176.75
1008.2,-176.75
1007.2,-176.75
1006.2,-176.75
1005.2,-176.75
1004.2,-177.75
1003.2,-176.75
1002.2,-176.75
1001.2,-176.75
1000.2,-177.75
999.25,-177.75
998.25,-177.75
997.25,-177.75
996.25,-177.75
995.25,-177.75
994.25,-177.75
993.25,-177.75
992.25,-177.75
991.25,-177.75
990.25,-177.75
989.25,-177.75
988.25,-177.75
987.25,-177.75
986.25,-177.75
985.25,-177.75
984.25,-177.75
983.25,-177.75
982.25,-177.75
981.25,-177.75
980.25,-177.75
